번호,제조사,모델명,연식,주행거리,가격
1723,BMW,5시리즈 (G30) 530i M 스포츠,22/03식,"50,119km","5,900만원"
1724,크라이슬러,더 뉴 300C 3.6,12/06식,"162,161km",477만원
1725,기아,K7 프리미어 3.0 GDI 시그니처,19/07식(20년형),"66,571km","2,180만원"
1726,기아,올 뉴 카니발 9인승 프레스티지,16/01식,"96,727km","1,250만원"
1727,BMW,5시리즈 (F10) 520d xDrive,14/10식(15년형),"142,280km","1,280만원"
1728,기아,더 뉴 프라이드 4DR 1.4 MPI 트렌디,15/02식,"53,604km",599만원
1729,제네시스,GV70 2.5T 가솔린 2WD,25/01식,"1,290km","5,990만원"
1730,현대,그랜저 IG 3.0 익스클루시브 스페셜,17/02식,"73,419km","1,930만원"
1731,포르쉐,718 카이맨 4.0 GTS,21/05식,"17,489km","9,400만원"
1732,벤츠,E-클래스 W212 E220 CDI 아방가르드,12/09식(13년형),"369,495km",499만원
1733,KG모빌리티(쌍용),더 뉴 렉스턴 스포츠 디젤 2.2 4WD 쿨멘 프레스티지,24/07식,"4,867km","3,050만원"
1734,기아,K9 3.8 GDI 프레스티지 스페셜,12/06식(13년형),"188,693km",720만원
1735,기아,모닝 어반 (JA) 밴 스페셜,20/09식(21년형),"79,155km",650만원
1736,기아,카니발 R 뉴카니발 리무진 GLX 최고급형,13/04식,"169,205km",620만원
1737,KG모빌리티(쌍용),액티언 2세대 가솔린 1.5 2WD S9,24/09식(25년형),"7,897km","9,999만원"
1738,제네시스,EQ900 3.8 GDI AWD 프레스티지,18/01식,"98,287km","3,290만원"
1739,쉐보레(GM대우),트랙스 크로스오버 1.2 LS 플러스,24/03식,"23,179km","1,750만원"
1740,쉐보레(GM대우),트레일블레이저 1.3 터보 4WD RS,20/09식(21년형),"69,038km","1,920만원"
1741,기아,올 뉴 모닝 디럭스 트렌디,14/07식(15년형),"56,285km",530만원
1742,르노코리아(삼성),SM6 2.0 LPe RE (장애인용),16/09식,"121,282km",790만원
1743,현대,스타리아 카고 3인승 모던,22/01식,"146,020km","1,800만원"
1744,현대,그랜드 스타렉스 3인승 밴 스마트,16/07식(17년형),"127,978km",990만원
1745,현대,더 뉴 그랜저 IG 2.5 익스클루시브,20/04식,"50,144km","2,780만원"
1746,벤츠,뉴 SLK-클래스 200 블루이피션시 R172,16/04식,"45,799km","1,599만원"
1747,기아,더 뉴 카니발 9인승 노블레스 스페셜,19/03식,"58,058km","2,300만원"
1748,포드,E-Series E-350,11/07식,"19,573km","2,999만원"
1749,르노코리아(삼성),뉴SM5 플래티넘 LPLi RE 기본형,13/05식,"129,106km",500만원
1750,포르쉐,카이엔 (PO536) 3.0 쿠페,24/03식,"16,500km","14,700만원"
1751,벤츠,GLC-클래스 X254 GLC300 4MATIC AMG Line,25/04식,"3,250km","7,799만원"
1752,기아,레이 밴 고급형,14/03식,"74,001km",590만원
1753,쉐보레(GM대우),임팔라 2.5 LTZ,16/01식,"120,115km",820만원
1754,현대,더 뉴 그랜저 IG 2.5 익스클루시브,20/11식(21년형),"185,391km","1,520만원"
1755,KG모빌리티(쌍용),더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 쿨멘 프레스티지,23/08식(24년형),"26,279km","3,090만원"
1756,현대,싼타페 TM 디젤 2.2 4WD 프레스티지,18/10식(19년형),"133,475km","2,199만원"
1757,현대,더 뉴 그랜드 스타렉스 밴 3인승 스마트,20/10식(21년형),"25,678km","1,899만원"
1758,현대,스타리아 L3.5 라운지 9인승 모빌리티,22/03식,"119,417km","2,520만원"
1759,미니,쿠퍼 D 5도어 Mid 3세대,15/07식,"124,157km",750만원
1760,벤츠,GLA-클래스 H247 GLA220,21/05식,"11,485km","3,430만원"
1761,현대,그랜저 뉴 럭셔리 Q240 디럭스,09/06식,"108,405km",280만원
1762,아우디,뉴 A4 2.0 TFSI 콰트로 B8,12/07식(13년형),"74,014km",800만원
1763,르노코리아(삼성),XM3 1.6 GTe RE,22/06식(23년형),"31,434km","1,440만원"
1764,현대,제네시스 DH G330 모던 AWD,16/03식,"28,299km","1,750만원"
1765,제네시스,G90 (RS4) 가솔린 3.5 터보 AWD,22/07식,"50,495km",117만원
1766,포르쉐,718 박스터 4.0 GTS,22/05식,"18,646km",209만원
1767,벤츠,E-클래스 W213 E250 아방가르드,21/04식,"119,315km","9,999만원"
1768,제네시스,G80 (RG3) 가솔린 2.5 터보 AWD,22/02식,"99,260km","3,420만원"
1769,BMW,X5 (G05) xDrive 30d M 스포츠,22/08식,"42,488km","10,450만원"
1770,현대,그랜저 HG HG240 럭셔리,11/11식(12년형),"78,657km",599만원
1771,기아,레이 프레스티지,12/02식,"75,093km",759만원
1772,기아,올 뉴 K7 하이브리드 노블레스,19/01식,"54,998km","1,950만원"
1773,벤츠,CLA-클래스 C117 CLA220 AMG Line,18/02식,"118,457km","1,729만원"
1774,링컨,컨티넨탈 10세대 3.0 AWD,16/12식(17년형),"79,264km","1,850만원"
1775,기아,더 뉴 카니발 9인승 하이리무진 럭셔리,18/10식(19년형),"60,382km","2,190만원"
1776,현대,더 뉴 그랜저 IG 2.5 프리미엄 초이스,21/04식,"76,738km","2,190만원"
1777,벤츠,GLC-클래스 X253 GLC300 4MATIC 프리미엄 쿠페,20/04식,"73,133km","9,999만원"
1778,벤츠,CLS-클래스 C257 CLS450 4MATIC AMG Line,20/10식,"65,874km","4,950만원"
1779,기아,더 뉴 카니발 9인승 럭셔리,19/06식,"59,566km","1,890만원"
1780,제네시스,GV80 3.5T 가솔린 AWD,20/07식,"59,172km","5,099만원"
1781,제네시스,GV80 3.0 디젤 AWD,21/04식,"291,939km","2,750만원"
1782,벤츠,GLA-클래스 X156 GLA200 d 4MATIC,16/07식,"160,052km","1,240만원"
1783,현대,더 뉴 그랜저 IG 2.5 캘리그래피,20/08식,"54,901km","2,788만원"
1784,현대,쏘나타 (DN8) 2.0 프리미엄 플러스,22/07식,"77,614km","2,280만원"
1785,KG모빌리티(쌍용),더 뉴 토레스 HEV 1.5 2WD T7,25/03식(26년형),"3,963km","9,999만원"
1786,벤츠,C-클래스 W205 C200 쿠페,23/08식,"19,851km","3,950만원"
1787,기아,올 뉴 모닝 디럭스 트렌디,14/11식(15년형),"120,786km",399만원
1788,BMW,5시리즈 (G30) 530i M 스포츠 플러스,18/04식,"110,929km","2,550만원"
1789,쉐보레(GM대우),올란도 LPG LT 프리미엄,13/08식,"189,674km",300만원
1790,현대,그랜저 HG HG240 럭셔리,12/03식,"100,114km",599만원
1791,KG모빌리티(쌍용),더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 프레스티지,21/12식,"21,520km","2,650만원"
1792,기아,K5 하이브리드 3세대 시그니처,21/07식(22년형),"63,857km","2,650만원"
1793,벤츠,GLC-클래스 X253 GLC300 4MATIC AMG Line 쿠페,19/09식,"60,188km","3,450만원"
1794,벤츠,E-클래스 W213 E200 아방가르드,18/05식,"126,429km","1,950만원"
1795,제네시스,EQ900 3.8 GDI 럭셔리,16/06식,"107,308km","1,950만원"
1796,현대,코나 1.6 터보 2WD 모던 팝,17/10식(18년형),"53,073km","1,349만원"
1797,현대,쏘나타 (DN8) 2.0 프리미엄,19/10식(20년형),"40,755km","1,749만원"
1798,BMW,X1 (F48) xDrive 18d,16/10식,"166,681km","1,350만원"
1799,제네시스,GV80 2.5T 가솔린 AWD,23/01식,"22,801km","6,250만원"
1800,기아,더 뉴 카니발 9인승 프레스티지,19/06식,"105,500km","1,700만원"
1801,기아,모하비 더 마스터 디젤 3.0 4WD 7인승 마스터즈,23/06식,"24,099km","4,950만원"
1802,기아,더 뉴 니로 1.6 HEV 노블레스 스페셜,20/01식,"48,353km","2,249만원"
1803,KG모빌리티(쌍용),더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 프레스티지,21/12식,"25,936km","2,390만원"
1804,기아,셀토스 디젤 1.6 2WD 프레스티지,21/05식(22년형),"62,391km","1,680만원"
1805,KG모빌리티(쌍용),티볼리 디젤 VX 2WD,15/09식(16년형),"166,690km",429만원
1806,BMW,7시리즈 (G11) 740Li xDrive M 스포츠,22/09식,"72,210km","9,930만원"
1807,기아,EV6 롱레인지 어스,22/05식,"96,388km","2,970만원"
1808,제네시스,GV80 3.0 디젤 AWD,20/06식,"121,838km","3,750만원"
1809,BMW,X5 (G05) xDrive 30d M 스포츠,21/01식,"48,719km","9,999만원"
